label,text
0,Dead. But still fresh.
0,"If you refuse, you die, she dies, everybody dies."
0,What kind of man are you?
0,So this is what a courtroom looks like.
0,Exercising the right not to walk.
0,A half-a-million dollars will always be missed.
0,Alright - bring on the free hootch.
0,Jesus Christ. What happened?
1,You know - the hollow - here - does that have an official name?
1,Perhaps your kettles are stained with rust.
0,I feel like a bootlegger's wife. Look!
0,Nothing. I think you really blew the lid off nookie.
0,Didn't I kill you already?
0,"The truth is, I've always been a fool."
0,Tomo-chan told me to watch it.
1,Why should I give house- room to your sort?
0,"You're on the path to truth when you smell shit, isn't that what they say?"
0,I suppose the smaller caliber pistols would have to fire baby teeth. The tooth fairy could go I into the arms business.
0,A shovel just makes too goddamn much racket.
1,"Just know, it's fuckin' dangerous to be drivin' a race car when it's in the red."
0,All I need to find you Louis is follow the corpses of rats.
1,I would imagine that only death or destruction could keep her-
0,Try any sleight-of-hand with my money and Iíll cut your throat.
1,"But it'll take another, a greater king..."
1,"You're gonna be here, behind 'em when they sit down."
0,Who's going to want me now?
1,"I used to do it when you were gone, remember?"
1,And we got just the thing for that.
1,They must take it in sense that feel it.
1,"I wish you the best, Mrs. Parker."
0,Well then...to a night we'll never forget.
0,"I got a tree on my back and a haunt in my house and nothing in between but the daughter I'm holding in my arms. No more running - from nothing! I will never run from another thing on this earth, you hear! I took one journey and I paid the ticket but let me tell you something, Paul D. Garner; it cost too much! Do you hear me?! It cost too much! Now sit down and eat with us or leave us be!"
0,I mean as long as she's not a complete imbecile and she's even remotely attractive...
0,I don't believe the FBI currently has an investigation unit qualified to pursue the evidence in hand.
1,I just wish I understood what they were telling me.
1,"That was pretty cold, dude."
1,"You're thin, I'm about forty pounds overweight."
0,Is the Colonel's underwear a matter of national security?
1,What madness drove them in there?
1,What're we s'posed to do if we hafta take a piss?
1,I'm going down to relax.
0,May the forks be with us!
1,"You're going to have a few hours of quiet time now, so you can reflect on what you did to Del."
0,"Jules, if you give this nimrod fifteen hundred buck, I'm gonna shoot 'em on general principle."
0,Have you checked the children?
0,You have a kind of sick desperation in your laugh.
1,Have I been sleeping later?
1,"But I'm a working girl, gotta pay the rent."
1,Well what's the use of hiring an expert if your not going to listen to him?
1,We're sending in a rescue team ASAP.
0,They say the fuckin' smog's the reason you have such beautiful sunsets.
0,"What does it mean, exact change?"
0,You brought a snack.
0,"Ladies, ladies, ladies! Jay and Silent Bob are in the Hizz-ouse!!!"
0,"You ever notice people who see shit always, are crazy?"
1,The pen is mightier than the sword.
0,Logan! You renewed!
1,I believe the mind is the best weapon.
0,Definitely not from around here.
0,"Jesus it's hot. Sometimes it gets so hot, I wanna crawl right out of my skin."
1,There's something radically wrong with the idea that no one loves you.
0,I don't give a flying handshake what it is! Where's my bomber?
0,That's the first time you admit it.
0,"Christ, we created Frankenstein with those fucking Cubans."
1,"See, most men, they'll tell a story straight through, and it won't be complicated, but it won't be interesting either."
0,"Richie, here's the peace in death I could never give you in life."
1,What manner of spectacle has caught your attention so splendidly?
1,"Why'd you have to get us into this, Foxy?"
1,I'll be leaving in ten minutes.
0,And my company sells a product that's better than the competition's at a price that's lower.
0,"Christ, that one was Beaver Cleaver's mother. Peter Pan! Peter Pan! Peter Pan!"
0,"You can't be a proper writer without a touch of madness, can you?"
0,Didn't know who he was fuckin' with.
0,Ferris Bueller. You know him?
0,The general atmosphere is very Macbethish. What has or is about to happen?
0,That's not going to happen.
0,Go on. Lie down. Play dead. Be dead.
1,We need that film and we don't need any bullshit --
0,"Just a matter of time, I suppose. With sudden, blinding speed, Blake WHIPS the SAUCER from under his cup, sending it FLYING like a saw-blade. The Intruder BATS IT out of the air with even quicker reflexes, but the act buys Blake time to pull a PISTOL with a SILENCER from a hollowed out STEREO SPEAKER. He's a pro . but so is our Intruder. Before Blake can get a shot off, the Intruder is already upon him, SNATCHING the gun out of Blake's hand-- --Blake PUNCHES the Intruder in the chest plate--the Intruder drops the gun. Blake fights. Not like an old man, but like the trained killer he is. But the Intruder is much, much faster. Younger. Deadlier. He SMASHES Blake with an elbow to the head. Blake falls. BLOOD blurs his vision. The Intruder picks Blake up off the ground. Brings him to the window with the great New York view. Thirty stories up. Blake looks the Intruder in the eye . and starts laughing. Hysterical."
1,I can't be worrying about that shit.
0,How dare you treat my friends so shamefully.
1,We're gonna take off soon...
1,You're among friends.
1,I'm going to take over a lot of plates and things.
1,"Look, this isn't much, but it might make you feel a little better."
0,What does your gut tell you?
1,"However, if you would like to entertain me with a story, I'm eager to hear it."
0,"That was not Mozart laughing, Father. That was God. That was God! God laughing at me through that obscene giggle. Go on, Signore. Laugh. Rub my nose in it. Show my mediocrity for all to see. You wait! I will laugh at You! Before I leave this earth, I will laugh at You! Amen!"
0,"You haven't spent much time in cemeteries, have you? Mr. Thorwald could hardly put his wife into a plot of ground scarcely one foot square."
0,Don't you love New York in the fall?
1,"Repeat drunk drivers, and I'm gonna get 'em all off."
0,"Y'all picked the wrong day not to use the ATM. You will not be harmed if you do exactly what I say, when I say it. You"
0,"The question is not whether I am paranoid, but whether I am paranoid enough. You want to rub my neck?"
0,"Oh, a jack-rabbit, me. 'Sides, I never credited the Alliance with an over-abundance of brains. And if you're the best they got..."
1,Now this is what we need.
1,Why are you helping these raving psychotics.
1,I'd just become an investigator when I came across Sammy.
0,"How about a little fire, Scarecrow?"
0,All's fair in love and basketball. Strip.
0,You gotta shave before you leave the house in a dress like that and I don't mean your legs.  Why didn't you jump on her?  What's happening to you?
0,"Gentlemen, welcome to Air Force One."
0,Good thing you're flexible enough to watch your own back. 'Cause you're on your own now.
1,It's been mine for a very long time.
1,I was orphaned when I was nine years old.
0,about as subtle as a cockroach crawling across a white rug.
1,"That may be, sir, when I may be a wife."
0,"We mortals have many weaknesses. We feel too much. Hurt too much. And all too soon, we die. But we do have the chance of love."
0,Just because you can't see it. Doesn't. Mean. It's gone.
1,"I bet you could use a drink, could you, Eric?"
1,Well what are you waiting for pal?!
0,Greatness is overrated.
1,All I did was stumble onto their signal.
0,I've never known a woman like you.
0,Don't you close that door! DON'T YOU
0,"Nancy. You dreamed about the same creep I did, Nancy..."
0,No! No! Let them go!
1,"Just stop trying to speak whale, you're gonna make things worse."
1,"That's right, wanting to drive it, wanting to learn on it, f'Chrissake!"
1,I'm writing it for you.
1,"They're good, Norm, but you're better'n them."
1,Never said a truer word.
1,Don't matter what kin' either.
1,"Sorry I missed ya, but I'm out rustling up some champagne and roses in preparation for the greatest birthday of my life."
1,When you start to eat like this something is the matter.
0,Nothing but a wide world o' pain locked in there.
0,"What matters in business is honesty, integrity, hard work, loyalty, and never forgetting where you came from."
1,The first thing I'm gonna do is build a ten-foot wall around my land.
0,"Wipe you face before you stand up, Dean."
0,"I graduated magna from UVA, Doctor. It's not a charm school."
0,"Luther, relax, it's worse than you think. The terminal's in black vault lock-down."
0,"Forget everything you've seen on TV, and in the movies..."
0,"Unicron, my ""master,"" with this I shall make you my slave!"
1,"Don't want any of those looks, Col."
0,"Okay, so we got a state trooper pulls someone over, we got a shooting, and these folks drive by, and we got a high-speed pursuit, ends here, and this execution-type deal."
0,"I know what you mean. I've got the same problems. I just can't get things organized. Little things, I mean. Like my room, my possessions. I should get one of those signs that says, &quot;One of these days I'm Gonna Organezizied&quot;."
0,"I only gamble with my life, never my money."
0,Now that's one ugly dude.
0,I hate these things -- it's like drinking coffee through a veil.
1,You son of a bitch!
0,"Sherman, I'm from the South and I'm beginning not to like this very much."
1,They've got a little place south of Silverado.
0,"'Fight on fight on dear old Muncie Fight on -- Hoist the gold and blue You'll be tattered, torn and hurtin' Once 'The Munce' is done with you!'"
1,I'm not running -- not from you.
0,"Not anxious to die, Sir, anxious to matter."
0,Fuck you....and the horse...you rode in on.
1,Aw that's easy.
0,"Now don't take this the wrong way, but you are a terminator, right?"
0,You look like an eighties rock band.
0,"Go fuck yourself, psycho!"
0,Don't tell me that was any meteor shower.
1,You have to add some twists and stuff.
0,"If I met you for the first time today, I'd still want to be with you."
0,Sorry.  I mistook me for somebody else.
0,I don't want anything to happen to him while my Mother's alive.
1,Today is the first day of the rest of your life...
1,I thought I might hole up with my dad.
1,It was a long time ago -
0,My professional opinion is that you have managed to piss off the wrong bunch of farm boys this time.
0,Filthy little hobbitses. They stole it from us.
1,Bottom line's Julian Grendel is doing a little revenge number...
1,I hate when you do that.
1,Dawson's gonna go to jail just to spite me.
1,"You're the one who's in a hurry, aren't you?"
1,But the soldiers hate me now like they hate no other.
1,"You see, Dallas, a plague on both our houses... We may have to call this game on account of darkness..."
0,"Careful. The second you don't respect this, it kills you."
1,What did they do to your eyes?
0,"Yeah, let's never forget. We're the real story. Not them."
0,Major! Some day I think you and I are gonna have a serious disagreement.
1,You know what real is?
0,"I mean there's nothin' wrong with me, I don't like boys."
0,I'm all shot to hell.
0,I hate that fortune cookie shit.
1,What do you want to do?
0,They abide and they endure.
0,I just can't see God putting a gift like that in the hands of a man who would kill a child.
1,"Well for starters, I used to be one."
1,This used to be a nice neighborhood.
0,"""Drink with your brain."" That's our motto. Who are you calling for?"
0,"For all my education, accomplishments, and so-called wisdom...I can't fathom my own heart."
1,It's been done.
0,Nice building... Bad paint.  Good lines... bad roof.  Good parking... hmmm???
1,You're not a guard... who are you?
1,"We're on our feet now, and now we're gonna talk out to the car."
0,"If this in all a dream, why can't there be more girls?"
0,I think I got an idea for a movie.
1,Little Henry Hastings and his older brother Jerome.
0,Joe College strikes out.
1,That's one favor I'll be glad to do you.
1,Art is created by individuals and there are no individuals in a world where you are told what to think.
0,Now there's an intelligently biting remark wrought with wit and irony.
0,"No-one should think themselves wiser than me!  It is not for any of the Queen's subjects to presume to tell Her Majesty when and where She should come out of mourning.  It is the Queen's sorrow that keeps her secluded!  It is Her overwhelming amount of work and responsibility, work which She feels will soon wear her out entirely!"
0,But then again...There is no point in living if you can't...feel alive.
1,What did you do with the cards?
0,Where are you taking this... thing?
0,"It's raining cats, dogs and democrats out there, so this better be worth it."
1,"Send me in there, I'll do it alone."
1,So you skipped fifth grade.
1,I'm gonna take a little nap.
1,Give me some of that.
1,I found you this book.
1,I guess I'm just no good?
0,My music! They've started! They've started without me!
1,I'll keep to the middle of the channel.
0,"A little advice about feeling, kiddo... Don't expect it always to tickle."
1,There's the Visitor's Center.
0,Maybe we got 'em demoralized.
0,I think you're the most interesting person I've ever met.
0,Of course: we all create God in our own image.
0,We're leaving this house in 60 seconds.
1,I'm going to speak to Dr. Feldman about sexual reassignment surgery.
0,Don't you know fur is murder?
0,"If I let Harry take those chains off you, you gonna be nice?"
1,They should throw his ass in jail.
1,"It is also my belief, that because of his innocence, those creatures who reside in the woods did not harm him."
0,"We're not computers, Sebastian, we're physical."
1,I want to know everyone you've met for the last twenty years.
0,"Mr. Kirby, trust me, on this island, there is no such thing as safe. We have to get back in this plane..."
1,How can you say that?
1,"There is no escape, my young apprentice."
1,I want to go in the restaurant which happens to be in the casino... to get one of those sandwiches I like?
0,"Doug, you do understand that you may be the only person at this party with artificial sideburns?"
1,"You were great in the play, Cole."
0,"Would you hold still please, sir."
1,And the 40 only reason you're talking such a lot is you can't get a fix on us.
1,"But today, again, if I heard you correctly, you now say they do not exist."
1,If you please: The key.
0,"Sealed. Hudson, run a bypass."
0,"Now, move, honkie! Before I cut your white ass!"
0,I got you nectarines because the peaches are hard as rocks.
0,I can't believe you're out here. I'm giddy. I feel like a child whose best friend has strict Chinese parents who never let him come out and play but now his Chinese parents are away for the Chinese New Year. You have any interest in pounding this shit?
1,You're getting on that plane with Victor where you belong.
0,It's the one thing that stands between me and the jungle.
1,"My husband's dead, isn't he?"
1,"Well, he said he always thought you and me would make a totally bangin' couple."
1,"So, if you'll do me a favor and let me the fuck out of here..."
1,"She did it because she got off on it, she did it for fun."
1,"Thank you for playing ""Should We or Should-We-Not Follow the Advice of the Galacticly Stupid""."
0,You don't walk off a building without leaving something behind.
0,I'm on my knees begging you.
0,I wonder what they're wearing in Addis Ababa.
0,There'll be no escape for the Princess this time.
0,"I'd always had nightmares, but now the ghosts didn't wait for me to sleep. I drank every day. Help others and you help yourself, that was my motto, but I hadn't saved anyone in months. It seemed all my patients were dying. I'd waited, sure the sickness would break, tomorrow night, the next call, the feeling would drop away. More than anything else I wanted to sleep like that, close my eyes and drift away ..."
1,An extremely realistic nightmare brought on by what's been happening in this town.
1,It's an honest question.
0,You're not a dipsomaniac at your age?
0,"Gentlemen upstage! Ladies downstage! Are you a lady, Mr. Kent?"
1,My agenda is to watch your back.
1,My money is just as good as any white person's!
0,"No, that was the most fun I've ever had without laughing."
0,"Oh, nice shot, Jaf--"
1,Perfect--we will have to work fast.
0,"This is U.S. History, right? I saw the globe in the window."
1,My message tonight is the message I have given to your brothers everywhere.
1,"And you won't be able to take care of them, either."
1,I think you're a very nice... very nice psychotic man.
0,"Straighten your baldric, Commander. On screen..."
1,"And got the kidnappers all pissed off, and the big Lebowski yelled at me a lot, but he didn't do anything."
1,There's just one tiny little thing we have to do.
1,"We held a mirror up to the Doctor, and -- apparently -- he didn't like what he saw."
0,"If you wanted a toothbrush, I wouldn't ask questions. I'd just quote a price. A toothbrush, see, is a non-lethal sort of object."
1,You've got to loosen my hands.
0,William Starks is dead... I've been to his grave.
0,It means uncommon beauty is commonly overlooked. Most people only notice birds with the brightest colors.
1,"Oh, why don't you go home?"
1,"Computer, open the second blast sectoot."
0,Man likes to play chess. Let's get him some rocks.
1,I was holding for someone.
0,I'll kill her it you tell..
0,"Nonsense, I have not yet begun to Defile myself."
0,"Ronald, e-mail's for geeks and pedophiles. Be romantic. Write her another letter."
1,Grant Goodeve--the oldest brother on EIGHT IS ENOUGH.
1,"Actually it's not so bad down there, I miss the drip, drip, drip ..."
1,I took the bread.
1,Elvis has left the building.
0,I know your face. Éowyn Éowyn.
0,"The radiation is not an anomaly, it's the clue. This creature is far too unique on every level to be some lost dinosaur."
0,"Call me Irish, but I don't believe in cooler heads prevailing."
0,People are often frightened by what they don't understand.
1,"Five six, grab your crucifix..."
1,"It's the young Vallon, is it?"
0,I'm going parading before it's too late!
1,"That night in the elevator, you never let me answer."
0,"Oh, I fell on my keys.  I've got to get out of here."
0,It's all so hot -- three days in.
0,This is an art gallery my friend. This is piece of art...
0,"Is it just me, or has this whole trip been goin' downhill ever since we ran outta Lucky Lager?"
0,"Only second chance I know, chance t'make the same mistake twice."
0,Years of Academy training...wasted!!
1,Stick 'em in the bushes for now.
1,Why don't you just tell me how this space station works.
0,"Gotta be quicker than that, ""A-cup!"""
0,"You're insane. But -- you might also be brilliant. Alright, Andy... let's do it."
0,Sometimes you just need honesty...and security.
1,I can't handle summer school.
1,Your wife told me no one would be killed.
0,"Fight now, cry later."
1,They'll burn the joint down.
1,"You can't cry, John."
0,Julie Gianni is stalking me.
0,"Where's the money, Lebowski!"
0,Now don't kid a kidder.
0,"I think you've had enough tea for today. Let's get you out of here, Buzz."
0,"I know that Richard. I don't think I'll need it. But something this last week has taught me, it's better to have a gun and not to need it than to need a gun and not to have it."
1,You wanted to see the propellers?
0,"It's my job, no big deal. I'm an eating, drinking, shitting, fucking Santa Claus."
1,"So, I've been spending a lot of time listening to that weird CD you made me."
1,Where I come from we think of this as Eden.
1,And I've traveled many a weary mile to be back with my wife and six daughters.
1,Days of watching my children sleep away the morning...And taking care of my baby like it was the most important thing I had to do...
0,"I've come for you, Margaret."
0,"But maybe you'd better not. I've got a witch mad at me, and you might get into trouble."
1,"and then, you know, you grow up."
1,"And when he rebels in some strange and odd way, don't blame me."
0,"I do mind. If it don't jell, it ain't aspic! This ain't jelling."
1,"But for what, you ask?"
0,Build this house with me.
0,"Honey, lately your low self-esteem is just good common sense."
0,Good and evil; there is never one without the other.
1,"Any word on the open anchor position, Jack?"
0,"If you really wanted to mess me up, you should have got to me earlier."
1,"We didn't just read poetry, we let it drip from our tongues like honey."
1,You goin' to work today?
1,I'm not working for any other paper!
1,Why don't you just give me a bottle of scotch and a handgun to blow my fucking head off.
1,But then I've tried counting the number of words which passed between Mr. Inman and me.
1,The fellows in the office may get the wrong idea how I found out.
0,"Well that's right! If then! Believe me, Delmar, Woman is the most fiendish instrument of torture ever devised to bedevil the days a man!"
0,Does this mean we have to move again?
0,"By Grabthar's hammer, what a savings."
0,"Look, it's okay for me to shit the street. But you gotta use a toilet."
1,Every time I kiss you now I'm going to taste thirty-six other guys.
0,I guess you're not home.
0,Sweet Jews for Jesus...
0,why don't you go close that door. We'll get the prom queen-- impregnated!
1,"Stack it up, string-breaks every 60th character."
0,"Yes, hello, I need to procure a hasty abortion?... What was that? I'm sorry, I'm on my hamburger phone and it's kind of awkward to talk on. It's really more of a novelty than a functional appliance."
0,Thaaat's right Dude; they pee on your fucking Rug.
0,There's nothing in there about Ruby.
1,McManus wants to go in shooting.
1,I wanted to write a book about the murder of a retired rock star.
1,"Well, when you run out of weapons, just start cold cocking 'em."
1,We married in secret because I would not share her with an English lord.
0,He looks just like you.
0,Love and happiness for ever.
0,Whatever I photograph -
1,"We're defending Brooke Windham, whose very wealthy husband was found shot to death in their Beacon Hill mansion."
1,Shall I believe that unsubstantial
1,"And in spite of me, a wonder was revealed."
0,"I do not budge. Keep your ""Ho there."""
1,"Well, he didn't say in so many words that ever since you started with that house you haven't turned in a decent piece of copy, but --"
1,Because I haven't seen her in six weeks.
0,Have you ever let a romantic moment make you do something you know is stupid?
0,I suppose I should have said it resembles tea.
0,"An honest man is always in trouble, Simon. Remember that."
1,"I'm getting a little dizzy, I can feel my heart pumping --"
1,I think maybe baby's got plans.
1,You being paid?
1,"It was nice to see you again, Ally."
0,Liking the angle of the dangle?
1,I haven't had a drink of whiskey or slept in a bed for ten days.
1,"Yeah, turn it up!"
1,"How are my boys, Bill?"
0,There was a time when I would've given my life for a kind word.
1,I got her back for you.
0,"People will say we're in love. Pity you tried to fool me, isn't it? Pity for poor Catherine. Tick-tock..."
0,We've been over this. Nobody's looking for a puppeteer in today's wintry economic climate.
0,Nothing good will come of this.
1,You want to sue Wyant Wheeler Hellerman Tetlow and Brown?
0,People look at me...and they see my brother. That's how things have gone since the murder of our father.
1,"I'm kind of a deadbeat lab partner, huh?"
1,She's a little pissed off right now but...
1,Coach has us on eleven o'clock curfew.
1,Set the range for two meters.
0,"They say there are only two days you enjoy a boat, the day you buy it and the day you sell it."
0,He's a VH-1 documentary without the music.
1,You don't have to tell me your secret if you don't want to.
0,Oh hell yeah. We's just in the wrong place at the wrong time. So don't feel so bad dude.
0,Could be old Melissa found what she was looking for.
1,You put 'em on TV and - bam!
0,"If you don't see it, it's not real..."
1,we'll tear your soul apart ...
1,Then I suggest you go home and do the same.
1,They were studying viral cancers as a weapon in the 30's.
0,"If I didn't say anything, people assumed the worst. They cried harder. I cried harder."
1,"If I'm right, this is the day I met Antonia."
1,I'm paying people just to wait for you.
1,You only killed your stepfather as far as I know.
1,"Yes, no, I mean for money."
1,"When he's done with his shower, you will go to the bar."
1,Poor Mickey -- when I think of him all by himself in that jail in Havana -- -- want to see his picture?
0,Why does everyone wanna see my schlong?  I am the one-and-only-almighty-bungholiooo!
0,Does that mean saying his name fifty times more a day than I say my own? Does it mean worrying about him and his needs before me and mine? Is it all about the other person? Is that love?
0,Definitely feeling aggressive tendencies...
1,That gives me a very secure feeling.
0,I don't care if you leave this second.
1,"Whoaaa -- T-Bird, red light, red light!"
1,And I felt peace...even though there was war around me.
1,"Rick, we are to have an important guest tonight, Major Strasser of the Third Reich, no less."
0,There's an old Vulcan proverb: only Nixon could go to China.
0,This guy's not a driver. He's an undertaker.
1,"Well, we'll build it over time together."
0,"Forrest, I never thanked you for saving my life."
0,We be nice to them if they be nice to us. Take it off us. We swears to do what you wants. We swears.
1,They're not elaborate mythologies you maintain when your son is ten and fifteen and twenty and thirty.
1,I do like your dirty magazines.
0,"I wish I could live in the shower. I'd take five a day if I had the time. I went to this spa in Germany, a sanitarium practically, up on this mountain. And the great thing -- they just kept you wet all day."
1,"Where ever you are, come back to me now."
1,"She's sleeping, but only I can awaken her."
1,He never would have killed himself if I hadn't gone through with the annulment.
1,"I'm gonna kill it, barbecue it, chop it up and chew its bones!"
0,How does it feel to know you're about to die?
0,Erica... You are a woman to love.
1,The only way to save ourselves..is to do this.. And pray it's a boy.
0,Take this beast back to his cage.
0,"I just can't believe this voodoo bullshit. You believe this voodoo bullshit, Blair?"
0,"There you are, Norton! The people! Try and lick that! Come on, Colonel."
0,A toast to the end of the world.
0,"You know where I am, Anna Ivanovna."
0,"Jesus, I got a hangover. Want a drink?"
1,I wonder what they are?
1,Let's see--  You will be exactly eighty-seven when you come out of prison.
1,"Yeah, well, that's a Hazard of the jjj..."
0,Every man's got a breaking point.
1,"Thanks for giving me this part, Mr. Cunningham."
1,He must have had his reasons for going.
1,You're just not terribly important to me.
0,I'll lick the stamps.
1,Off to see your girlfriend?
1,"Rivers of blood are flowing beneath our feet, Abbe."
1,"What the hell are you doing down here, jerkin' off?"
1,"And I want the principle witness against my husband, Eduardo Ruiz, killed."
0,Pity to waste a whole Monte Cristo.
1,"You can't just stay in the U.S. as long as you want, pal."
0,"It's in the area of narcotics, Mr. Reynard, that the government tramples on the Fourth Amendment."
0,"If we could change something in your life, anything at all, what would you like that to be?"
0,Oh man...when you're on the other side of the screen...it all looks so easy...
1,The last time was a Chuck E. Cheese party a year ago.
1,How's that for last words?
1,Some shade of grey my eyes don't see.
1,"I had to do a few things in the Twin Cities, so I thought I'd check in with ya about that USIF search on Shep Proudfoot... Oh, yah?..."
1,"Now, that suitcase was goin' straight to one place: right to Kansas City ...which was as close to Las Vegas as the Midwest bosses could go without gettin' themselves arrested."
0,"Because we have the kind of relationship where if I were the Devil, you'd be the only one I told."
1,Guy's goin'.
0,Now let's see how she reacts when we take away the puppy
1,Maybe you won't have to.
1,"So, uh... this wouldn't interest you."
1,Skippy here made sure of that.
0,"Mr. Meeks, time to inherit the earth. Mr. Pitts, rise above your name."
1,"Since nineteen fifty whatever you guys have had that space ship, the thing you found in New Mexico."
1,"You have lovely handwriting, by the way."
0,Let's snuff the fucker.
1,"She's got your gun, that's what she's thinking!"
0,Nothing like fresh powder.
0,No. Just cool it with the anti-Semitic remarks.
1,""" But you can't take it back, 'cause you know it's real serious and you can't take somethin' like that back."
0,I wanna ride the pony...
1,"Now I know you,came back."
0,"Naw, Phillip, I need me a time machine with a loud radio to take me where I'm goin'. Walkin's for squares."
0,I keep my promises.
0,"With respect, Madam, the guide book is written by a bunch of lazy, good-for-nothing, Indian beggars."
1,"If you wanna stay here, that's fine."
0,I'll say this for him: he's consistent.
1,"Well, you know, we hate to operate on these cases."
1,"But, he's a good cop with a wife and a kid, so he sat on it for a year and a half until he found a guy he could trust."
1,How did you know I'd be here?
0,It is done. The future has found root in the present.
1,it's what I always wanted!
1,"I beg you, Doctor, don't make me say it."
0,"That's bullshit, son. But it's really good bullshit."
0,"C'mon, baby...come to Papa. I'm gonna kiss your Goddamn dalmatian."
1,Why don't you tell me what's happening?
1,Stobrod called himself a musician -- my daddy -- he could play six tune on a fiddle.
1,"And David..... if tomorrow night does happen, it will never happen again, so..."
0,Your head ain't on straight.
0,Look! Defenseless babies!
1,"I remember when I was eight years old, you spent like four hours cooking up this fancy meal."
0,"Stern, if this factory ever produces a shell that can actually be fired... I'll be very unhappy."
1,And strip everything you don't need out of the planes.
0,"When I speak of time, I'm referring to the fourth dimension."
1,I've fallen in love in a way I've never thought could happen my entire life.
0,You just might get lucky for once in your miserable life.
0,Two kids tried to set me on fire.
1,Did you hear about Dode?
1,Can't you see I don't want to.
1,Fate has a cruel way of circling around on you.
1,When I'm really supposed to.
1,I sawed the main beam in half.
1,"So there's no information on the street, which is how cases get made."
1,Cornelius -- where are we?
0,De profundis clamo ad te domine.
1,You're so close to the way you're going to catch him - do you realize that?
1,"They march you in naked as the day you're born, fresh from a Bible reading, skin burning and half-blind from that delousing shit they throw on you..."
1,What was Iris doing riding around with Jeriko wearing a wire?
1,Why don't you try again?
0,A wooden pickle.
0,Peel out. I love it when guys peel out.
1,What has the old fool got himself into now?
1,then I figured it.
0,I love this dirty town.
0,That man...is a brownie hound...
1,Tell me how it came to be that I am this... thing...
0,"Lippenreider, take over the controls. We may not have a woodshed on board, but that boy is gonna get a whoopin' anyway!"
0,Death to the demoness Allegra Geller.
1,"Mercutio's soul Is but a little way above our heads,"
1,"She'll be fast asleep in five minutes, loaded with those headache pills..."
0,You think he'll ever want to kiss me again?
0,"My boy, we are Pilgrims in an unholy land."
0,Well something sure as hell ain't right...
1,"That's right, Stud, hold me down."
0,You better pray she's all right.
1,I know it's been a tough ordeal... with the trial and everything.
1,How do you plan to take control of the government when Hitler is gone?
1,You're gonna go in the Denny's restaurant and stay there.
1,"The plan just done changed, Tree."
1,Who reads all this shit?
1,I was as good a son to him as you or Mike.
1,I think that's a great idea.
1,Well...there's an old service elevator half a mile down the tracks.
1,"Have seen it myself, killed at once, immediately."
0,"Oh, you dat weak fuck from de club."
1,I think she was a passenger on our last voyage.
0,"Maybe love shouldn't be such hard work. I know, but --"
0,You may be as ugly as an old pot... but you still a child of God...
0,It's the Bible. You get credit for trying.
1,I talked to a girl...
1,We're careful we'll get through the winter now.
0,You people voted for Hubert Humphrey! You killed Jesus!
0,Then at lunch she got drunker and drunker and finally she became Joan Collins!
0,I'll give you a dollar to eat this collie.
1,"Listen, Vanessa, I'm a swinger... That's what I do, I swing."
1,"Mr. Orange, why don't you tell me what really happened?"
1,Ain't you boys ever rowed before?
1,I always thought I knew the punchline.
1,Though I'd rather not have to drag my ass all the way up here every time.
0,"Step out of the car please, sir."
0,"Wandered off the beaten path, Doctor?"
1,I left them a note telling them not to show their faces t- tonight.
0,He has you on a pedestal. And me in his arms.
0,:30. I'd use the chain if I were you.
0,"Oh sure, you're biased -- you're a fellow Muncian. But would an imbecile come up with this?"
0,Half of writing history is hiding the truth. There's something on this rock the Alliance doesn't want known.
1,"But most important, man, I'm sorry about what I said."
0,Larry Ferris! Don't make me call your mother!
1,I won't allow it!
1,Mister Peason is carrying a permit for a pistol.
1,Nothing to do with me.
1,They need the money for my band uniform at school.
0,Your looks have become a problem.
1,Just a place to rest and regroup.
0,"Okay, waiting gives the devil time. Now!"
0,"You have the bridge, Mister Troi!"
1,Can't get in the room.
1,"Hey, I wanted to go down, but I was waiting until I got to know her a little better."
1,It's said he was a doctor.
1,We must stand by him as one.
0,I stick my neck out for nobody.
0,I can't believe you don't know how beautiful you are.
0,"No, you can't! You think you could do these things but you can't, Nemo!"
0,Tried to poison me the dirty Cossack...
1,"I just called ""Elaine's"" and talked to her to see who was in there last night."
0,"The next time you want information, Falco, don't scratch for it like a dog - ask for it like a man!"
1,Learns a few new tricks.
1,"You're the poison, Drew."
0,We trapped him with our chopper.
1,You are so beautiful... and I would be a very lucky man...
0,Welcome to the real world!
0,"Pike, I wouldn?t have it no other -way aither."
1,It's not my fault.
0,"God damn, you people are confusing."
1,"Not till I'm dead, Eric."
1,And almost got tossed out of the Academy...
0,I'm gonna check dinner.
0,You're insane. Archie is not fucking Mister Weatherbee!
1,Guess that put it a little too close to home.
0,A pussycat is born to be whipped.
0,"Define ""disappeared"". The Ensign just looks uncomfortable."
0,"Power, Mr. Chairman, is the ultimate aphrodisiac."
1,"But I knew if anyone could straighten them out, you could."
0,"Snug, I'm calling in a solid you owe me."
1,Can I go forward when my heart is here?
1,"The whole time we were calling it a him, when in fact it was a her."
0,"Just because you're beautiful, doesn't mean you can treat people like they don't matter."
1,"You know, sharing your adventures is an interesting experience."
0,I hope for your sake that you are initiating a mating ritual.
1,You have to have a favorite.
